query_id,answer
BHqkB8hyVBLYjeJk,fa8f3e2db701c980 02041ecc093b5437 ad86467ee810f2d2 9bbba29b77e9b1af a56fd64b3ff5130f f4310a574a8537ff ea4b62cd245b9a77 baea4f783c8f0a9e e1b4eba97b8c5240 203bd20bd909376d f6cafc65bc477089 706a7da9befff978 04a433604469adc8 f35b6f759f56a88d 6e28821e5a681b5a 4524365f48ebcf8d 8834dddb19f784d8 e23e327b22211b7a 2dc607de98f4ed18 f7bd6c612e4dbe56 afd5f77a734f5878 a588f6a8c3cf7bb9 b4017e6e7d3fded8 219b726aaeaf24a6 36872ca77d9cc79f 77591840de7e9360 611804dbb9c68a4c 6eb4a74791507649 86ed21b72a45fe76 4782f6ce1955c834 9b2d3b75e3fc4a0c e7ca5f3fe4c7223d 52f65d310d04442c cff075ddb5ecea8b bbdaa405c9f68905 8d41bcd6245bfc44 9e21b8e5a71a0ea0 d8ee689de7ac44f0 da0941328a71286d ba2b5290247dde5b da827f116d8d25d4 20447325097c906e bbdcb85e9def7e9e 33880aa1be10ede4 295f73ab7eb6cfd1 8011065b14a4c338 589c0d7a4e77f03a a5f683039464cdbf 94c3f54985724e22 6b41ef9c197589a1
dkPW1ez4OuJlKP6f,bd5db5a85cb5d137 bbf504a6b1a049c6 3273767a2bb49d6b 6584cfa935839cf4 ce7523dfe05215a7 4bbb6cf166d6242d 83b57f6e2fbe6cf0 ab5b5ba8f1cb89be d358644b7d4cc307 0239f8a55c21711f 2dbb67933540e667 08c03e3b1f19b3aa 806d23a4615e5841 4ded79793f35192e a234a719880fd744 05f67f8e73f3eeca c59d6a728daa8d08 b39e5854ab83559d f29cbfff2e995f80 7afa7486462f252c a49871d79f4b98ab 1ac8a5b77e6a8c42 5e6990c777ec0d90 9f95f39e03a25ffe fd88a4874a9d10d3 233b9a944ae2c5e3 dd4ec161e9a1fba6 f5a84b4ef603a5f4 ae03c142e97cbf03 15ddeecb930d4f8d d16c6aad87b0dd06 297d7a16bcc23db9 e1d193c5f64dfba7 cd22f02d9b107f02 a8d8a9fd35ab86f4 403f2999dcc7b740 afd90d3ace6ba47b 0379f593b36a1dd8 2667db3b0a7ffc2a ce42b5f35d48e553 d7eed8775adc0ba0 530b319de7efdbec a13384ce5b586322 c2a68365efd026e5 829de623e3057ff4 4820292b9df2f679 1ce4bc841e5243db a8fa48f1640cb031 5b55c6db2a0aa044 e3710a3f7a8b6954
QcN46alMOqpAE50I,d3580e4f758a08a1 8d9c6c04212bf64b a85baed12dcffac7 cf8b881b52188f2b f9075c5549063c63 e3ac4995f4cd476a f032343ce917a26f eba2cc8c8ecef336 fae41dd969a99050 7b8e2acd7edb4ddc 0d1acb8159c9bae8 9e999755929baf38 1e33b48ebfd2fc24 eda2c60a89e63b56 610bdd79153340d1 f5c0b6e975629ea7 b9144f0619e1ae69 647754b1f68e08d5 12a2f6af38d3966b a6fa0c2925fd4270 b308d47410a46636 840845c4fe9ba442 54f9fd5755051f69 c207062ef3be9dba ddd76295790c84cb 522883edf050c18f 89d5e4a102328b0a 9591c3a5933d9004 10339996143c51c6 1f8ea6168f1bddb3 d3b3f80e584bfe0c 26388583fe42b87f 14ebba70f442932c cfd1607c20a6042d 4a8fe1c2426e9eab d72fa9ba9554dded 8a1fa17860c15448 693ef6cd6ed5ec8e ebd8e3f64ca7bd18 d02230fe7148d272 dc63051927b33263 c9160edbbb3ca1f9 3cb67591cbd8ec55 d73aed04c5336798 8e4f01f4be020d5d d1ad16ff4131e6c1 80164958a6f27a32 f50deb4948d01e4a 50345721e6966907 ee6a87be5b2b27dc
Q4BzK1C2QbMpWats,841b9ab0f8027e7a 671ec869f80e7688 20e2792b14789745 5c42e75509da8ef4 67c769c0188cee26 7cc855258cf6ed7e 7d85212d723de304 d7dee04803e8d990 08c8ec546c71428a 9be59b6411cf11cc 811ef25ecf305ae1 a0c0ef62c80c3510 4acd13afc12253bd 67c7c49bfaab55f5 453636b090c3d49d 935a7a8c18a23101 d264956dc7321e3b 0471c8f2cd3fe2f3 efb884a729e258b4 167627f1ca07c2f6 c913a66658074d96 c606ee82ee3aea6d 56533898833f7c7f ce6223ec03da1d47 97dc61e01a914a8e c302a84c719de657 f0e0ce99bf127973 697941ab1198d4f4 64200016fb208432 fdafca8b9e0bbca3 5ed17bc9c21552b5 93b8d7b11253295e 18c23a7db5258269 9ccdaa533a349c96 c0d26133a251808b 72a69034331e550d 4d77637bf85a10bc ec37406adf01737b ab7eda7453dc4744 97c93a97b9d1a0d2 9c23c14ce92413ab 556aa734fe6231c0 5ae65ce6f9ffa11c 8c1150c414d1d804 cec53cde606727d6 e6c6485a9e5ee059 9dcd8877247ba490 6ef4517f34f4a79d e0597e2ab69c2516 59576423fe00e3b2
94UtW5eRuV3rcDEO,89ce608eb7222ea7 534bcf271df0cce8 3c20d09240795139 4729f8de96814711 72400063523b73ef 524274c2d227d660 61dcb2a462e54b70 035a00c2e4b35638 bf121ca8e63ea494 0bc88004234a9cb7 cdd9f749958d3f82 6a6e82769b7332e7 a8b0ce6a110be36a 2b4ff456455572a4 c7867980b064e6c6 ab18ad965eb4d116 304706946e182505 6fabf64c0905fc3a 414d5d20f42c1c6e 67aaae3e111c0976 ad5139fd78a41fe1 4be995432f1cc4fd 63aeb01759ec02c6 73e0995ef4d2145f 1fe50f3cb59c1b4a dc7c5a6e928b1e1c 454cd854cf16f9d7 87c690d45a25f35b 84a424b4414ed0e1 685218bb0c175119 6a043732072918dc cfa642f8e82ae713 84e5627c1986d3e5 fc1db7b860dc7529 e6b388ae684d5a72 746b4bf30e7c91e8 81be230dd06e8862 1f3133f5bbe99e4b 705feaf6dc459576 dbe0c973ae6437c6 9874707b293a0589 b432dd20d7370b83 e5ac544203bcdc59 8d43e2e72921f694 18476e53bd13ab02 98d8498571f09c18 8b862c8f0998eb01 60a4ec4ec8eedcc4 404f16957146f0aa 34d60400605d36fd
6dYxIAlZOriT6SHH,8d8024054828e9be a4fb1fc05743e013 9ee2b11a31a70cf5 b5e26b462b1aef93 65c405ebfb147129 974542c247cafa42 3dca7ae07ecdb386 d2b9491fc7a439cc 90b3f8b06894c1b6 a50929967895f818 8218df0a3a3748b8 c90b018b9116a632 8a25c667dcca8b38 3b02cb88064659b6 919784e4592095bc e0b2c025293f7146 2aed19e73962d863 040538f9a0254a99 b0b86882f0584d34 3edf9ee666855377 b2cc1ae244c6b85f 0af686fb84b9b92f ed58e141c2ddd876 fd66068dd6ea25e9 9e220e973eb16cea 4208102b150ed623 87b4c104770d541b 62caafdbee105741 2ba499cdac8f4646 d839be179a15dca9 fcab97593f125c7b b7e24e9292aceb8c 4731777f5aec4137 e9e1e3c16e984182 439eb894ba7fcb14 e289cd35cb30f3c5 42b765837f0af517 b0bd51a9c6c35c0a 4e32443fd938a23d 6f7ac81ef73a5837 165fec570e348d1f 21eccf1d8d7c2df7 33bbaad367e21213 da7dc4d297aef6eb 66196e164e1baab8 a3b708c188ac222c 0d044f96db15bb95 d07ce5718c45320b ed320480c91fd25c e703d4366086f8eb
moFmX6XQY5SEz9hU,20277fdaf89ff58f 9879311b1681e073 d0e4967dfe1101db ff8c83488b07936e e2613b0dab30d6f3 8cb482057f19610a 2ac8f3a653a3eaf5 36eff9b9a7e29644 df54b3f7497d69ed 05d2cd5f312fb219 e15ec8d2e5920abd c65e1b569a7c5d39 bf66c5bde034e509 f5de2ec16f211a23 5a9903a345570cae 1e24a2caf7db8d2f 445eec11e8ccda32 d8b1981ed6e55190 6d9043d370b9256b ca4f1545aae9664c 1c7fb1eb5fa9f23f cfcecefd6ef84b55 1f6304600d5c0a9a c38eaca8f33609a0 25efb9aae200ea73 e239892c841076a4 bbfe0f8454ef40ef 1e481248f4d31358 430bef5508127742 5e0deb9f0d886c03 a1b0e723ace71534 f82a20b60a8188cf 84653afed4262adb d46529deee40cdde 21afe7016160704e aa2fe68ebc7f17ce 63229d195b66275b 94e5c58453da58bd 1e71d883c20c90c2 db05a38694ba70c3 63dfe0ca46ac8063 f7a08c7813ee1cc7 ea678b8d36451645 5f1dd6e9d19eec69 beaa3cdf9e479a53 3839e61dd1244803 835e72268639dd09 5a77d476d355ef99 e149c3013c8274da 2c1a9e98964ac2e9
R66chaldEN0epFjt,0fc323ba42b4e297 58c60077ba4e94e9 99504a447db7c9e4 2e3ea7cf3cac3fef 5645052abdec64ee ed7535b081298136 c7c36cce492b4cc1 69fcee637df221af c24ce13d01895854 d7c119f222db17c3 2bd33044d79aa561 4d8de295c89f1532 d85ac15a3fb338cd 7affd05a2c12258b b65b43e4addfb8a1 bdfce93504afe108 c6f6d13ccf5e1527 706aef11c086f2cc 449c05b19a9b84f5 45c28fd6260b744b 4ed60a213448e787 fad350ff33deeca7 006b9e0de279c1bc 03f146fca0626a82 bb33e6c78f0ce27f 2c284338283cd0b2 6f6c36575d8e3a5e 7fe3401678eee538 1c383865e2b1f142 2712af160c36ee0f 305b77574dd8a3b4 bd3c20af6671ec49 e175a70897c87e83 5cf8a7a33e21233d d0b324933fe0b56d 4068ab9db47a18c9 de698aaed82b026f 54e9954ab5c40b1b 100a93105d2db32b 6da8b9794b4ebd42 61f06df233dba4c1 2cafcd34aaa3fe04 f948dc0d64569efd 7b3382dc38e49fcb 1b9decf0b7126edf 391292bae694ce8e 480294e9020fc120 6317ca1cee9149d3 db3255a7af2edfbb 7259320776929487
LeWIzjoTRN8saOxg,3086070c012c8e23 306a6fcc24b3c9bf 3817da59d8a460f0 59ad84f75ee98b4c 35fe26d7ff039862 0fbe3bf393bd7462 e5bd0eef9b7217a3 6557cc5d11d0fbf7 0b7c0b04d3858dae c9ec99ffcef43ebb 236cfc946d46f64b 5ca4d12a7066a061 ce412ba63a3567e1 f838a0b7f0e285ad bd2296ed4cea9659 74d109ec13995ce9 a4c4f780d720ea71 0904dcce0360d5b6 8e7e64c30f92b48b c288d0798a4b5a66 6094c5b0a8227850 b495056ef40d11d9 c0dfe8e3e9c7d31d b02d4ff96e1d8eac 74012473ecb6f929 6a1402ef66bbdd4d 21d795ce5d12a1a7 0aa4988f7527044f a97a60e0b0c7371c b351b2435b10dde2 3c47580490bd2bed d400282b720cc795 adcdff6300cac5e8 4c4a9f35845839ad dc5e6c841fe80b8f ff62e9f24bca34c4 ce8aab5622babae1 e02dd2b7ef541d25 6edf6b69fecf5fb6 93d749d62da43536 6129b43b7272730a 132b0768a0afd84c c06a4a823f8dcd23 db380030381b69ae 3aa0648373cadc9a 7748508e7fc88e6e 13a84f04b1b0c411 946f39baadf31d89 0fdacb5f72a4b0e3 7f5f3acf27a0b9d4
YeC06bC3Bws9SfaN,2077e588b04a1f3e eafb0d921301d2fb 15d6c65ea742a8ff 731d59964ef422c9 cf76823d50532023 9f0991316bd710b5 33e603bb72cd311c 27d6424908ffbd80 075f0e435e410bb6 73ec7717c33a0bc8 c693679ec1d0ffb5 44c3a0c85aafb858 1be7ea3abede7e51 0d14050b90c7539f fe8e329cb658167d a37a0732f12a870a 6c631488ea544c7b 7cd8ce86b84060e7 c518220aeab7ac77 30e7e1e25f454abd c0da89b71d346050 fbe6b7849d900243 8ddb769ec458b3e9 8619ed6f1b398034 4c7b5435b2c0abb3 cef0f039bd5bae71 51aa95d598a3e4ad 9d64cc94b8a44f2b 1c7ccbd19672e50f 95473a18d12c887a 876afdffb89daf9d 1116edeb786f243f d00ae086d1905d49 e3ac22ed35f2faeb 5bbf6ad52f51869f 73da23eb53c33360 1fea6d0ee3b38f32 c6e79bf6da93b79d d27574387b8bf91f 071681d16233dfe2 d71db9f4415ec353 a1a498e8749acd54 4004b42056a24589 dc9c21af1fe9b542 ec156717916d21ae 3bcbd14f2d458b53 9e6eabec90b58b06 10f0eb0d5af774b2 b57e56e3e7a5c607 c31bdbaccc16694f
Mkw7pexvDmMpFdzO,0f5e95d753ae54a6 f3bd37249ac96c66 1c1d824f508ccdc1 57ff6765aa00ff0b 6b616bde25aca76f 6fb7940daa4bcc16 fbb861aa41b4feb1 955a13ae30f0bbc6 0b9f31a6f8d314c8 fb5005adb7e0dc82 c65fdc3f5969859b a0314025196e497c feccc1bf1bb39cb0 63543fb537b2d16a 92dedd578ad31740 58716aa0aeea0499 6690204b035970e4 b12d7d2e14bdc55e f529830ef1ed3538 857a4368d8938a63 f2d0a35333fe0d2a f2eb2c9c0517c9d2 39f6da7bac4fafa6 1ae3011550af0c8e b4522af9085468c8 d12b8cf117e593b5 60c71c234930c87d a0a387ce1ac24b84 db4bbbc20cecbb59 54f4b4f894fec8c6 8ef378dd9209e56f 97895d0e01430afd f88c981aaccd877e 3dd5f7dbeb3fa3f3 ce1965850e038a5b 27d80c8aedd04402 bcef0e8ac0930e5d 2f6d35e4d0253d51 bfd90d86d2d62902 6ec72a27d05b1f0b c2514375c8bca28b 83725951858328f7 34c6be0d59d9c79c 68582a51503a4932 c02fc1779b75dfba f654e60dd0a22b96 9057898b440aa7a4 1a2ca038ccf460b0 f8b82bdd200dd0b4 38dcfa0884e1cd25
M1yUaCX37j5UCE6M,051d2861e217e7c4 69b23aa6257b66ea 1417f9615d7d4209 0fbba4484e5590fb fe8113c31dd663d5 55f8ece9056e50f8 8fa7b4c1988a2c6e d3afc8bbda96499f c95b0e54afa46cf1 35b0ae8da97bbbbb ef72179daa448367 1b63c0257f6bbffb 5508ebe97dec3a2f 10b283285b9899da ecc0c384cfc32e9c 8c5aec51c1d380ad 2543cfa43fa54f0a b96cce5ffd126cca 7127da7f3cdc1aec f1851cf6327922db 4e431c9ab03fee8e 2340858f580b8f2b e586f6befda610ef 93e68cf7ffbfef7d bf6d32e9cac2986f 174ae15d0d98ab0e a9438720215cf72b 1a0aac9a89c5233b fe507fe8d518b2bb 2344293f88a7c905 c2fd0fc05768c164 dd7cf0a536ef2d77 c42d3089733a1661 d348ac923558188e 801065f01ec7471d 4711aadf17749757 7bdcb5ab5b663cae 6325fff44326fafb 6156fd1b0723b95d 7f5d6c144cdfd4a2 3a70bcb3086fd54b c673c02c30e89b12 2a78ae0fb644e2f7 97d6900d40921891 e865dce4e3da9478 f214793cf903afa2 f838152517273eb2 9c54bb56f1427778 7d1dc351bc43b490 60886147bdb384b6
qICpl1nghlMbD1sQ,f86a9d1243df3b56 e69c0e48e6d6663a 477469f3115b08d6 99a31d9e5bd6eda8 d47993d04b026aee 6ff991315ab63238 e8b75e53d19a2185 3abe26891ca22be7 6879876d12974c1c 1d9cf7f8484882bf b1798c0f3792fde6 6fbc07917bbdaab5 a5526b66afbaff6a 01a3b5a401f6ef29 36ca8b412025a827 e3d8b8ea9c3a2a72 82edabfb3f0ee638 6a9b6c5dac7f8681 ae43fb3eb66c4bee f5ae6ba3a7c969f8 7cedf862500f864a 5d9271379d848806 bdd1d6d77b68d2e7 638df4ff333c78ba d8ec688d0aaedf25 e0c00651ceadf30a b2a1939e27688783 023389c895d6fc9b c067131949d2ef56 90d6328d5c4dea0a b84cc760284b8294 66f2cffe01ccce65 2242be2646a27e02 8bf45e3f2a30eb0a 23b9b47974ba6b13 4843d31f68d0f953 359d2c8507ecb366 ffef637ca4978f59 100b200830399d58 fe74931c81a80ed8 712c9ae15e11ec7a 13042035f041ca90 14819be7d20673bc de430ecbe6135745 3ad11bbac9368352 932e437a6e446a35 54f9a8ee9dc9655f 8348e92ad5533805 329dde2af8d504d9 a191f4c7ad0f7025
